antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
ALARM CLOCK BAKELIKE RED ,ALARM CLOCK BAKELIKE PINK,0.03817293649594601,0.024726796595658962,0.0161152238505313,0.4221635883905014,17.073120926008524,1.0,0.015171329414337036,1.6878015711883345,0.9787917561128855,0.3444564047362756,0.4075132900273772,0.5369473746433159
ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,0.024726796595658962,0.03817293649594601,0.0161152238505313,0.6517311608961304,17.073120926008524,1.0,0.015171329414337036,2.7617373577806466,0.9652971057523495,0.3444564047362756,0.637909087487013,0.5369473746433159
ASSORTED COLOUR BIRD ORNAMENT,PAINTED METAL PEARS ASSORTED,0.0654680968927834,0.016870624968524952,0.012237498111497205,0.18692307692307691,11.079795637198623,1.0,0.011133010401416003,1.2091468188655796,0.9734773363173549,0.17456896551724135,0.1729705736329033,0.4561481056257176
PAINTED METAL PEARS ASSORTED,ASSORTED COLOUR BIRD ORNAMENT,0.016870624968524952,0.0654680968927834,0.012237498111497205,0.7253731343283583,11.079795637198622,1.0,0.011133010401416003,3.402915081966496,0.925356978283022,0.17456896551724135,0.7061343066421409,0.4561481056257176
REGENCY CAKESTAND 3 TIER,ASSORTED COLOUR BIRD ORNAMENT,0.07100770509140354,0.0654680968927834,0.010223095130180793,0.14397163120567374,2.1991112929623564,1.0,0.005574355813122597,1.0917066970846523,0.5869487369086406,0.08097327483047466,0.08400305441887501,0.15006273867975994
ASSORTED COLOUR BIRD ORNAMENT,REGENCY CAKESTAND 3 TIER,0.0654680968927834,0.07100770509140354,0.010223095130180793,0.15615384615384614,2.1991112929623564,1.0,0.005574355813122597,1.1009024461086374,0.5834694912838118,0.08097327483047466,0.09165430276342618,0.15006273867975994
WHITE HANGING HEART T-LIGHT HOLDER,ASSORTED COLOUR BIRD ORNAMENT,0.09487838042000302,0.0654680968927834,0.012892179080425038,0.13588110403397027,2.075531602155806,1.0,0.006680672078057917,1.0814853227604397,0.5725150225338008,0.08743169398907102,0.0753457500028317,0.16640209047852358
ASSORTED COLOUR BIRD ORNAMENT,WHITE HANGING HEART T-LIGHT HOLDER,0.0654680968927834,0.09487838042000302,0.012892179080425038,0.1969230769230769,2.075531602155806,1.0,0.006680672078057917,1.1270671508180037,0.5544976289270895,0.08743169398907102,0.11274141982204074,0.16640209047852358
BAKING SET SPACEBOY DESIGN,BAKING SET 9 PIECE RETROSPOT ,0.018331067129979353,0.036359973812761244,0.0131943395276225,0.7197802197802198,19.795949894980364,1.0,0.012527822406816483,3.438872250315244,0.9672146940201278,0.31796116504854366,0.7092069936856976,0.5413305531034063
BAKING SET 9 PIECE RETROSPOT ,BAKING SET SPACEBOY DESIGN,0.036359973812761244,0.018331067129979353,0.0131943395276225,0.3628808864265928,19.795949894980364,1.0,0.012527822406816483,1.5407934120264237,0.9853104797770761,0.31796116504854366,0.35098372553084967,0.5413305531034063
BATHROOM METAL SIGN,TOILET METAL SIGN,0.018683587651709726,0.014755501838142721,0.011129576471773178,0.5956873315363881,40.370523352621355,1.0,0.010853890759835274,2.4368380587869933,0.9937971477840223,0.49887133182844234,0.5896321479410171,0.6749767715702418
TOILET METAL SIGN,BATHROOM METAL SIGN,0.014755501838142721,0.018683587651709726,0.011129576471773178,0.7542662116040956,40.37052335262136,1.0,0.010853890759835274,3.9934126224729036,0.9898349632855988,0.49887133182844234,0.7495876097620099,0.6749767715702418
PINK HAPPY BIRTHDAY BUNTING,BLUE HAPPY BIRTHDAY BUNTING,0.015762703328800927,0.015259102583471823,0.010928136173641537,0.6932907348242812,45.43456805744472,1.0,0.01068761146655453,3.2106656342851387,0.9936529838851151,0.543859649122807,0.6885381058303033,0.7047311759929986
BLUE HAPPY BIRTHDAY BUNTING,PINK HAPPY BIRTHDAY BUNTING,0.015259102583471823,0.015762703328800927,0.010928136173641537,0.7161716171617162,45.43456805744472,1.0,0.01068761146655453,3.4677197778066664,0.9931448254602993,0.543859649122807,0.7116260643665676,0.7047311759929986
BLUE HARMONICA IN BOX ,RED  HARMONICA IN BOX ,0.021654832049151432,0.023064914136072923,0.01128065669537191,0.5209302325581395,22.58539656748248,1.0,0.010781189853527152,2.0392334316577116,0.9768777254042607,0.3373493975903615,0.5096196519360264,0.505006600995227
RED  HARMONICA IN BOX ,BLUE HARMONICA IN BOX ,0.023064914136072923,0.021654832049151432,0.01128065669537191,0.4890829694323144,22.585396567482483,1.0,0.010781189853527152,1.9148807133396952,0.9782877246986222,0.3373493975903615,0.47777425871300083,0.505006600995227
CANDLEHOLDER PINK HANGING HEART,WHITE HANGING HEART T-LIGHT HOLDER,0.01596414362693257,0.09487838042000302,0.011834617515233922,0.7413249211356466,7.813423014326187,1.0,0.010319965423118247,3.49906772447389,0.8861619373244192,0.11953204476093589,0.7142095898843007,0.43302976417716516
WHITE HANGING HEART T-LIGHT HOLDER,CANDLEHOLDER PINK HANGING HEART,0.09487838042000302,0.01596414362693257,0.011834617515233922,0.12473460721868365,7.813423014326187,1.0,0.010319965423118247,1.124271408979296,0.9634231489077589,0.11953204476093589,0.11053506118430917,0.43302976417716516
CHARLOTTE BAG PINK POLKADOT,CHARLOTTE BAG SUKI DESIGN,0.02110087122928942,0.02558291786271844,0.010122374981114972,0.4797136038186157,18.751324864224905,1.0,0.009582553125624262,1.8728475110803713,0.9670765935729316,0.27685950413223137,0.4660536994690296,0.4376914475785992
CHARLOTTE BAG SUKI DESIGN,CHARLOTTE BAG PINK POLKADOT,0.02558291786271844,0.02110087122928942,0.010122374981114972,0.39566929133858264,18.751324864224905,1.0,0.009582553125624262,1.6198070274121203,0.9715248760075791,0.27685950413223137,0.38264251044913233,0.4376914475785992
CHARLOTTE BAG PINK POLKADOT,RED RETROSPOT CHARLOTTE BAG,0.02110087122928942,0.030770005539608198,0.014100820869214886,0.6682577565632457,21.717830232530883,1.0,0.013451546944599092,2.921635738697151,0.9745180647626887,0.3733333333333333,0.6577259831693012,0.5632614478397243
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG PINK POLKADOT,0.030770005539608198,0.02110087122928942,0.014100820869214886,0.4582651391162029,21.717830232530886,1.0,0.013451546944599092,1.8069708993320368,0.9842399533854901,0.3733333333333333,0.4465876565197264,0.5632614478397243
RED RETROSPOT CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.030770005539608198,0.02558291786271844,0.013395779825754142,0.43535188216039283,17.01728803948606,1.0,0.012608593301398954,1.725706774451823,0.971117521539482,0.3118405627198124,0.4205272791389178,0.4794869647022436
CHARLOTTE BAG SUKI DESIGN,RED RETROSPOT CHARLOTTE BAG,0.02558291786271844,0.030770005539608198,0.013395779825754142,0.5236220472440944,17.01728803948606,1.0,0.012608593301398954,2.034581971842475,0.9659479983228525,0.3118405627198124,0.5084985447431146,0.4794869647022436
STRAWBERRY CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.022309513018079267,0.02558291786271844,0.010676335800976985,0.4785553047404063,18.706048594941432,1.0,0.010105593361878214,1.8686873047048298,0.9681400895288558,0.28687415426251683,0.46486498972713053,0.44793906969303776
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CHARLOTTE BAG,0.02558291786271844,0.022309513018079267,0.010676335800976985,0.4173228346456692,18.70604859494143,1.0,0.010105593361878214,1.6779282681987016,0.9713924077788624,0.28687415426251683,0.4040269664962941,0.44793906969303776
WOODLAND CHARLOTTE BAG,CHARLOTTE BAG SUKI DESIGN,0.019237548471571737,0.02558291786271844,0.010072014906582062,0.5235602094240838,20.465226532547305,1.0,0.009579862284153777,2.0452050844859424,0.9697930680359436,0.2898550724637681,0.5110514795872672,0.45863049841282927
CHARLOTTE BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG,0.02558291786271844,0.019237548471571737,0.010072014906582062,0.39370078740157477,20.465226532547305,1.0,0.009579862284153777,1.6176211862871477,0.9761083260116801,0.2898550724637681,0.38180829450233994,0.45863049841282927
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY,0.033388729415319535,0.02432391599939568,0.013849020496550336,0.41478129713423834,17.05240624677965,1.0,0.013036875846925552,1.6671990816814453,0.973873653698599,0.3157290470723307,0.4001916081962718,0.4920697375940343
HOT WATER BOTTLE I AM SO POORLY,CHOCOLATE HOT WATER BOTTLE,0.02432391599939568,0.033388729415319535,0.013849020496550336,0.5693581780538303,17.05240624677965,1.0,0.013036875846925552,2.244582902367311,0.9648255863059207,0.3157290470723307,0.5544829291244612,0.4920697375940343
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM,0.033388729415319535,0.034899531651306846,0.012136777962431384,0.363499245852187,10.415590945002709,1.0,0.01097152694340452,1.516259740557307,0.9352157507727389,0.2161434977578475,0.3404823901527279,0.3556312968077674
HOT WATER BOTTLE KEEP CALM,CHOCOLATE HOT WATER BOTTLE,0.034899531651306846,0.033388729415319535,0.012136777962431384,0.3477633477633477,10.415590945002709,1.0,0.01097152694340452,1.4819947135291671,0.9366797704201602,0.2161434977578475,0.3252337603697403,0.3556312968077674
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.033388729415319535,0.02462607644659314,0.012640378707760488,0.3785822021116139,15.37322451396793,1.0,0.011818145304724217,1.5695944449415262,0.9672469857985999,0.27857935627081026,0.36289275027521256,0.4459373178247231
HOT WATER BOTTLE TEA AND SYMPATHY,CHOCOLATE HOT WATER BOTTLE,0.02462607644659314,0.033388729415319535,0.012640378707760488,0.5132924335378324,15.37322451396793,1.0,0.011818145304724217,1.9860206357811294,0.9585573443524539,0.27857935627081026,0.4964805591726965,0.4459373178247231
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.033388729415319535,0.03117288613587148,0.011582817142569372,0.34690799396681754,11.128517021323256,1.0,0.010541994082284192,1.4834465969790238,0.9415788901422999,0.21863117870722434,0.3258941696745553,0.35923751879277876
SCOTTIE DOG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.03117288613587148,0.033388729415319535,0.011582817142569372,0.37156704361873993,11.128517021323256,1.0,0.010541994082284192,1.5381295025499158,0.939425367366218,0.21863117870722434,0.3498596845439887,0.35923751879277876
COOK WITH WINE METAL SIGN ,GIN + TONIC DIET METAL SIGN,0.028604522334693055,0.031827567104799316,0.013295059676688321,0.4647887323943662,14.603338384738812,1.0,0.012384647322580147,1.8089537561989277,0.9589528966894304,0.28205128205128205,0.4471942709573435,0.441255125690854
GIN + TONIC DIET METAL SIGN,COOK WITH WINE METAL SIGN ,0.031827567104799316,0.028604522334693055,0.013295059676688321,0.4177215189873418,14.603338384738812,1.0,0.012384647322580147,1.668266146425201,0.9621452496354966,0.28205128205128205,0.40057526064242027,0.441255125690854
HAND OVER THE CHOCOLATE   SIGN ,COOK WITH WINE METAL SIGN ,0.02925920330362089,0.028604522334693055,0.012942539154957949,0.4423407917383821,15.464016023853967,1.0,0.0121055936205642,1.7419159645788376,0.9635257407651134,0.2881165919282511,0.4259194930555784,0.4474027902353882
COOK WITH WINE METAL SIGN ,HAND OVER THE CHOCOLATE   SIGN ,0.028604522334693055,0.02925920330362089,0.012942539154957949,0.4524647887323944,15.464016023853967,1.0,0.0121055936205642,1.7729285290146088,0.9628763636781755,0.2881165919282511,0.4359614707335109,0.4474027902353882
COOK WITH WINE METAL SIGN ,PLEASE ONE PERSON METAL SIGN,0.028604522334693055,0.033590169713451176,0.012539658558694667,0.43838028169014087,13.050850455054164,1.0,0.011578827798900123,1.7207548075321621,0.9505671605495026,0.2525354969574037,0.41885967970407123,0.4058468125092384
PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN ,0.033590169713451176,0.028604522334693055,0.012539658558694667,0.3733133433283358,13.050850455054164,1.0,0.011578827798900123,1.5500497215377027,0.955471076594026,0.2525354969574037,0.35485940476285777,0.4058468125092384
SPACEBOY LUNCH BOX ,DOLLY GIRL LUNCH BOX,0.025482197713652618,0.023518154806869113,0.015762703328800927,0.6185770750988142,26.302109165390053,1.0,0.015163409058151998,2.560102661490799,0.9871345942610885,0.4742424242424242,0.6093906642721585,0.644406310568679
DOLLY GIRL LUNCH BOX,SPACEBOY LUNCH BOX ,0.023518154806869113,0.025482197713652618,0.015762703328800927,0.670235546038544,26.302109165390053,1.0,0.015163409058151998,2.955193595244963,0.9851491249894959,0.4742424242424242,0.6616126937981173,0.644406310568679
FELTCRAFT PRINCESS CHARLOTTE DOLL,FELTCRAFT PRINCESS LOLA DOLL,0.018431787279045174,0.01682026489399204,0.010777055950042806,0.5846994535519126,34.76160793167763,1.0,0.010467028405539553,2.367393309531572,0.98947033785543,0.4403292181069959,0.577594480826734,0.612709008213082
FELTCRAFT PRINCESS LOLA DOLL,FELTCRAFT PRINCESS CHARLOTTE DOLL,0.01682026489399204,0.018431787279045174,0.010777055950042806,0.6407185628742516,34.76160793167763,1.0,0.010467028405539553,2.7320315254066583,0.9878485045915171,0.4403292181069959,0.6339720128774313,0.612709008213082
GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,0.03157576673213476,0.03736717530341945,0.023064914136072923,0.7304625199362043,19.548240240395156,1.0,0.021885016925253364,3.5714247401464867,0.9797818637636336,0.5027442371020857,0.7199996996271624,0.6738565968953258
GARDENERS KNEELING PAD KEEP CALM ,GARDENERS KNEELING PAD CUP OF TEA ,0.03736717530341945,0.03157576673213476,0.023064914136072923,0.6172506738544474,19.548240240395156,1.0,0.021885016925253364,2.5301788066364646,0.9856764446860933,0.5027442371020857,0.6047710156384691,0.6738565968953258
HAND OVER THE CHOCOLATE   SIGN ,GIN + TONIC DIET METAL SIGN,0.02925920330362089,0.031827567104799316,0.012338218260563026,0.42168674698795183,13.249104010980632,1.0,0.011406969003984066,1.6741314985479514,0.9523893516734355,0.253099173553719,0.40267535682391464,0.4046724874180265
GIN + TONIC DIET METAL SIGN,HAND OVER THE CHOCOLATE   SIGN ,0.031827567104799316,0.02925920330362089,0.012338218260563026,0.3876582278481013,13.249104010980632,1.0,0.011406969003984066,1.5852924638555856,0.9549158461824262,0.253099173553719,0.3692015682911261,0.4046724874180265
GIN + TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.031827567104799316,0.033590169713451176,0.011582817142569372,0.3639240506329114,10.83424268878219,1.0,0.010513723761952906,1.51933087746542,0.9375396618985695,0.2151543498596819,0.34181552232505064,0.35437581841990395
PLEASE ONE PERSON METAL SIGN,GIN + TONIC DIET METAL SIGN,0.033590169713451176,0.031827567104799316,0.011582817142569372,0.3448275862068966,10.834242688782192,1.0,0.010513723761952906,1.4777368712610959,0.9392496091714434,0.2151543498596819,0.32328953858571363,0.35437581841990395
GREEN REGENCY TEACUP AND SAUCER,PINK REGENCY TEACUP AND SAUCER,0.03082036561414111,0.024827516744724783,0.020345470111295765,0.6601307189542484,26.588672791631865,1.0,0.019580276967932138,2.8692574988087904,0.9929944514326726,0.5763195435092725,0.6514777776427654,0.7398016677935542
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.024827516744724783,0.03082036561414111,0.020345470111295765,0.8194726166328601,26.58867279163187,1.0,0.019580276967932138,5.36860179496886,0.9868920790033973,0.5763195435092725,0.8137317614174436,0.7398016677935542
REGENCY CAKESTAND 3 TIER,GREEN REGENCY TEACUP AND SAUCER,0.07100770509140354,0.03082036561414111,0.01616558392506421,0.2276595744680851,7.386660408844389,1.0,0.013977100492726043,1.2548606836400928,0.9307082832403414,0.18871252204585537,0.2030987877481302,0.37608468919482685
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.03082036561414111,0.07100770509140354,0.01616558392506421,0.5245098039215687,7.386660408844389,1.0,0.013977100492726043,1.9537569913541617,0.8921161704824411,0.18871252204585537,0.48816561915057133,0.37608468919482685
GREEN REGENCY TEACUP AND SAUCER,ROSES REGENCY TEACUP AND SAUCER ,0.03082036561414111,0.03414413053331319,0.023971395477665306,0.7777777777777778,22.779252704031467,1.0,0.022919060891051633,4.34635141260009,0.9865048435586238,0.5847665847665847,0.769921963258425,0.73992133726647
ROSES REGENCY TEACUP AND SAUCER ,GREEN REGENCY TEACUP AND SAUCER,0.03414413053331319,0.03082036561414111,0.023971395477665306,0.7020648967551623,22.779252704031467,1.0,0.022919060891051633,3.252989069869368,0.9898996670465464,0.5847665847665847,0.6925904211414526,0.73992133726647
HAND OVER THE CHOCOLATE   SIGN ,PLEASE ONE PERSON METAL SIGN,0.02925920330362089,0.033590169713451176,0.011582817142569372,0.39586919104991397,11.785269155439492,1.0,0.010599995537920374,1.5996698330384183,0.9427318945839385,0.22593320235756384,0.37487100191131534,0.37034838862840525
PLEASE ONE PERSON METAL SIGN,HAND OVER THE CHOCOLATE   SIGN ,0.033590169713451176,0.02925920330362089,0.011582817142569372,0.3448275862068966,11.785269155439492,1.0,0.010599995537920374,1.481657005483947,0.9469567483064095,0.22593320235756384,0.32507996364963404,0.37034838862840525
HAND WARMER BIRD DESIGN,HAND WARMER OWL DESIGN,0.023115274210605833,0.02759732084403485,0.01304325930402377,0.5642701525054465,20.446555507847904,1.0,0.012405339665235837,2.2316641486629396,0.973596967565418,0.34625668449197855,0.5519039006836528,0.5184489448658619
HAND WARMER OWL DESIGN,HAND WARMER BIRD DESIGN,0.02759732084403485,0.023115274210605833,0.01304325930402377,0.4726277372262773,20.446555507847904,1.0,0.012405339665235837,1.8523627326387124,0.978084518972188,0.34625668449197855,0.4601489317508088,0.5184489448658619
HAND WARMER BIRD DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.023115274210605833,0.023165634285138743,0.011935337664299743,0.5163398692810457,22.289045183290703,1.0,0.011399857675536149,2.019671053437483,0.9777355358310462,0.34750733137829903,0.5048698656655011,0.5157786302926968
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER BIRD DESIGN,0.023165634285138743,0.023115274210605833,0.011935337664299743,0.5152173913043477,22.289045183290703,1.0,0.011399857675536149,2.015098537502786,0.9777859423648313,0.34750733137829903,0.5037463521564303,0.5157786302926968
HAND WARMER OWL DESIGN,HAND WARMER RED LOVE HEART,0.02759732084403485,0.01812962683184771,0.010072014906582062,0.36496350364963503,20.130778588807786,1.0,0.009571685778120937,1.5461636910808836,0.9772955616551867,0.2824858757062147,0.35323794901630007,0.4602595296025953
HAND WARMER RED LOVE HEART,HAND WARMER OWL DESIGN,0.01812962683184771,0.02759732084403485,0.010072014906582062,0.5555555555555556,20.130778588807786,1.0,0.009571685778120937,2.1879060281009215,0.9678719803046624,0.2824858757062147,0.542941978697326,0.4602595296025953
HAND WARMER SCOTTY DOG DESIGN,HAND WARMER OWL DESIGN,0.023165634285138743,0.02759732084403485,0.014000100720149065,0.6043478260869565,21.898786099650902,1.0,0.013360791278226517,2.457721057207384,0.9769674387829016,0.3808219178082191,0.5931190006012064,0.5558235480799746
HAND WARMER OWL DESIGN,HAND WARMER SCOTTY DOG DESIGN,0.02759732084403485,0.023165634285138743,0.014000100720149065,0.5072992700729927,21.898786099650902,1.0,0.013360791278226517,1.982611971895348,0.981419929052356,0.3808219178082191,0.49561486857964715,0.5558235480799746
HAND WARMER OWL DESIGN,HAND WARMER UNION JACK,0.02759732084403485,0.022057712645414715,0.010474895502845345,0.3795620437956204,17.207679232076792,1.0,0.009866161729884311,1.5762128631479786,0.9686176633455106,0.2673521850899743,0.3655679233559727,0.4272239442722394
HAND WARMER UNION JACK,HAND WARMER OWL DESIGN,0.022057712645414715,0.02759732084403485,0.010474895502845345,0.4748858447488585,17.207679232076792,1.0,0.009866161729884311,1.8517929281317944,0.9631308749955436,0.2673521850899743,0.4599828172964982,0.4272239442722394
HEART OF WICKER SMALL,HEART OF WICKER LARGE,0.04673414916654077,0.03983481895553206,0.020043309664098303,0.42887931034482757,10.766443066393476,1.0,0.018181663293008323,1.6811948830363515,0.9515905907051238,0.30128690386071155,0.4051849609523362,0.4660199333013645
HEART OF WICKER LARGE,HEART OF WICKER SMALL,0.03983481895553206,0.04673414916654077,0.020043309664098303,0.5031605562579013,10.766443066393476,1.0,0.018181663293008323,1.918659765926886,0.9447528737783115,0.30128690386071155,0.4788028509489749,0.4660199333013645
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER LARGE,0.09487838042000302,0.03983481895553206,0.014402981316412348,0.15180467091295116,3.8108537930701276,1.0,0.010623518209587431,1.132009512570574,0.8149088434516578,0.1197153620761825,0.11661519722639627,0.2566861534084351
HEART OF WICKER LARGE,WHITE HANGING HEART T-LIGHT HOLDER,0.03983481895553206,0.09487838042000302,0.014402981316412348,0.36156763590391905,3.810853793070128,1.0,0.010623518209587431,1.4177251506688664,0.7681924180927643,0.1197153620761825,0.29464466400401274,0.2566861534084351
WHITE HANGING HEART T-LIGHT HOLDER,HEART OF WICKER SMALL,0.09487838042000302,0.04673414916654077,0.012841819005892128,0.13535031847133758,2.8961759416867996,1.0,0.008407758622663906,1.1024879453469842,0.7233471121715254,0.09972624168947984,0.09296060404064399,0.20506740061497913
HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER,0.04673414916654077,0.09487838042000302,0.012841819005892128,0.27478448275862066,2.8961759416867996,1.0,0.008407758622663906,1.248072604710605,0.6868148157355816,0.09972624168947984,0.19876456207299453,0.20506740061497913
HOME BUILDING BLOCK WORD,LOVE BUILDING BLOCK WORD,0.033388729415319535,0.026892279800574105,0.0131943395276225,0.3951734539969834,14.694680292168725,1.0,0.012296440474000069,1.608903786763639,0.9641395569703319,0.2802139037433155,0.3784587939770273,0.4429050790584168
LOVE BUILDING BLOCK WORD,HOME BUILDING BLOCK WORD,0.026892279800574105,0.033388729415319535,0.0131943395276225,0.49063670411985016,14.694680292168725,1.0,0.012296440474000069,1.8976853621037475,0.9577029786517907,0.2802139037433155,0.47304225454349613,0.4429050790584168
HOME BUILDING BLOCK WORD,WHITE HANGING HEART T-LIGHT HOLDER,0.033388729415319535,0.09487838042000302,0.010172735055647883,0.30467571644042235,3.211223832992286,1.0,0.007004866484440651,1.301725886727848,0.7123776303857333,0.0861407249466951,0.23178911152047332,0.2059472000461135
